strain_slug,strain_category,strain_popularity
sunshine-4,Hybrid,0.0169369946007984
star-tonic,Hybrid,0.0022843836992117
grape-valley-kush,Indica,0.0027506407585919
clementine,Sativa,0.1014453968840785
frosted-freak,Hybrid,0.0025382041102353
faygo-red-pop,Indica,0.0018650282375207
katsu-kush,Indica,0.0013380749928957
haze-mist,Sativa,0.0002455436584901
tangerine-power,Hybrid,0.0060696185244757
honey-boo-boo,Indica,0.0116950513296602
white-skunk,Hybrid,0.0029630774069486
chemmy-jones,Hybrid,0.0071787033639481
tommys-home-grown,Hybrid,0.0018650282375207
og-chem,Hybrid,0.0315813287498517
desert-star,Hybrid,0.0007614612330705
white-knight,Hybrid,0.0006648991201812
crunch-berry-kush,Hybrid,0.018733049900541
cherry-og,Hybrid,0.0266594199100041
wsu,Indica,0.0
nl5-haze-mist,Sativa,0.0008883714385823
training-day,Indica,0.0030789519424158
sinmint-cookies,Hybrid,0.015496839659991
cactus-cooler,Hybrid,0.0069083294478578
whitaker-blues,Indica,0.0006676580376923
skunk-47,Indica,0.0018401979799205
blueberry-jack,Hybrid,0.0037990294128195
crouching-tiger-hidden-alien,Indica,0.0013132447352956
chocolate-diesel,Sativa,0.021111236795131
hellfire-og,Hybrid,0.0174363586703121
valley-girl,Hybrid,0.0073028546519487
blue-power,Indica,0.0100755667506297
double-tangie-banana,Hybrid,0.0084395286665323
double-barrel-og,Hybrid,0.0021160897310331
strawberry-fields,Indica,0.0217457878226898
blackberry-trainwreck,Hybrid,0.0021188486485442
kona-gold,Sativa,0.0038624845155754
blurple,Hybrid,0.002466472254946
harmonia,Indica,0.0009242373662269
pokie,Indica,0.0006014440174253
g13-diesel,Hybrid,0.000573854842314
light-of-jah,Sativa,0.0023974993171679
nuken,Indica,0.0349389313608912
american-dream,Hybrid,0.0012056469523617
tjs-cbd,Hybrid,0.0006759347902257
quin-n-tonic,Indica,0.0006593812851589
amethyst,Hybrid,0.0024526776673904
rocky-mountain-blueberry,Indica,0.001387735508096
sunset-haze,Hybrid,0.0019064120001876
strawberry-ice,Sativa,0.0112729369504581
la-ultra,Indica,0.0041935546169105
banana-peel,Hybrid,0.001255307467562
pineapple-super-silver-haze,Sativa,0.0045080712131787
alpha-express,Sativa,0.0006759347902257
cookie-wreck,Hybrid,0.0104894043772985
white-slipper,Hybrid,0.0005103997395581
ganesh-berry,Hybrid,0.0001517404631118
purple-martian-kush,Indica,0.002687185655836
michael-phelps-og,Hybrid,0.0017574304545868
purple-champagne,Sativa,0.0045301425532678
monster-og,Hybrid,0.0135131779694918
cbd-critical-cure,Indica,0.0066076074391451
chems-sister,Sativa,0.0099927992252959
durban-berry,Hybrid,0.0021933394213446
phishhead-kush,Indica,0.0009297552012492
dream-beaver,Sativa,0.0019560725153878
golden-ticket,Hybrid,0.0157589368235479
gobbilygoo,Indica,0.0008111217482708
bubblicious,Hybrid,0.0084616000066214
dark-side-of-the-moon,Indica,0.003787993742775
omega,Hybrid,0.0024940614300573
purple-cow,Sativa,0.0003476236064017
poochie-love,Sativa,0.006671062541901
mandala-1,Hybrid,0.0012249593749396
fruit-punch,Sativa,0.0645228038326882
northern-wreck,Indica,0.0038293775054419
pie-face-og,Hybrid,0.0160734534198162
hurkle,Hybrid,0.0054074783218056
margaret-cho-g,Hybrid,0.0013242804053401
flaming-cookies,Indica,0.003611423022063
bluniverse,Hybrid,0.0030596395198379
gooberry,Indica,0.0125365211705535
blueberry-dream,Sativa,0.0050570957978927
iced-grapefruit,Hybrid,0.0042735632247331
lemon-pie,Sativa,0.0118247204526831
tangerine-man,Sativa,0.000286927421157
3d-cbd,Sativa,0.0029078990567261
suzy-q,Hybrid,0.0051867649209156
orange-creamsicle,Hybrid,0.070837966015654
bananas,Hybrid,0.0069304007879468
purple-bush,Indica,0.0013242804053401
cherry-grapefruit,Hybrid,0.0009159606136936
night-nurse,Indica,0.0102411018012972
primus,Indica,0.0065662236764782
sour-lsd,Hybrid,0.0013766998380515
grandpa-larry-og,Indica,0.0045080712131787
strawberry-amnesia,Sativa,0.0166004066644411
purple-dog-shit,Hybrid,0.0051702114158488
cambodian-haze,Sativa,0.0008966481911157
bubbas-gift,Indica,0.0095679259285826
early-miss,Hybrid,0.0021740269987667
durga-mata,Indica,0.0057854500208298
kali-47,Sativa,0.001652591589164
afghan-cow,Sativa,0.0032500048281056
critical-kali-mist,Sativa,0.0031755140553052
pink-bubba,Indica,0.0091706418069806
chocolate-kush,Indica,0.0245488480139932
crosswalker,Indica,0.0003669360289796
velvet-bud,Sativa,0.0083540022236875
night-train,Indica,0.0015560294762746
blue-treat,Hybrid,0.0010207994791163
spliffs-strawberry,Sativa,0.000640068862581
master-og,Indica,0.0115819357117041
leagle-eagle,Hybrid,0.0013849765905849
magnum,Hybrid,0.0057716554332742
kraken,Indica,0.0038955915257089
gremlin,Hybrid,0.0012525485500509
x-file,Hybrid,0.0
alf,Hybrid,0.0004248732967133
locktite,Hybrid,0.0098327820096506
malakoff,Sativa,0.0001489815456007
harry-potter,Hybrid,0.0038900736906867
incredible-hulk,Sativa,0.0319730950364315
snow-bud,Hybrid,0.0041907956993993
mt-rainier,Hybrid,0.0010539064892498
tree-of-life,Hybrid,0.0028361672014368
blackberry-x-blueberry,Indica,0.0011173615920057
luca-brasi-x-sour-diesel,Hybrid,0.0021988572563668
good-medicine,Hybrid,0.0014567084458741
limon,Sativa,0.0032224156529943
blue-thai,Hybrid,0.0026927034908583
purple-cotton-candy,Indica,0.0029299703968151
alien-inferno,Hybrid,0.0011918523648061
qush,Indica,0.0017822607121869
firewalker-og,Sativa,0.0034762360640179
island-maui-haze,Sativa,0.0019008941651653
mt-cook,Indica,0.000794568243204
leda-uno,Sativa,0.0004469446368023
cuvee,Indica,0.0076808263509729
killer-grape,Hybrid,0.0021022951434775
fire-alien-kush,Hybrid,0.004160447606777
haleighs-hope,Hybrid,0.003125853540105
mother-tongue,Sativa,0.0016939753518309
alien-hallucination,Hybrid,0.002400258234679
grape-inferno,Indica,0.0046874008514019
whiteout,Hybrid,0.003434852301351
madcow,Sativa,0.0007200774704037
west-og,Indica,0.0012166826224062
locomotion,Indica,0.0058102802784299
jacked-up,Hybrid,0.0024913025125461
blue-sky,Hybrid,0.004910873169803
nicole-kush,Indica,0.0069524721280358
buddhas-hand,Hybrid,0.003545209001796
doox,Sativa,0.0
rob-ford-kush,Hybrid,0.0009904513864939
electric-lemon-g,Sativa,0.0026320073056135
super-chronic,Indica,0.000794568243204
dutch-thunder-fuck,Hybrid,0.0009159606136936
early-skunk,Hybrid,0.0029051401392149
alchemy,Hybrid,0.0016194845790305
karma-bitch,Hybrid,0.0014153246832072
blackberry-diesel,Sativa,0.0029603184894374
four-star-general,Hybrid,0.0041797600293548
kuato,Hybrid,0.0002289901534234
electric-kool-aid,Hybrid,0.0072587119717707
atomical-haze,Sativa,0.0020084919480992
arcticblue,Hybrid,0.0007587023155594
blukashima,Hybrid,0.0
the-blintz,Hybrid,0.0
blucifer,Sativa,0.0057192360005628
blue-mountain-fire,Sativa,0.0015587883937858
ace-killer-og,Indica,0.0058764942986969
supa-don,Sativa,0.0012056469523617
c3po,Hybrid,0.0009821746339606
nepalese-jam,Hybrid,0.0006566223676478
kerala-krush,Sativa,0.000485569481958
kiwiskunk,Indica,0.0033382901884616
caramella,Indica,0.0004883283994691
brian-berry-cough,Hybrid,0.0046653295113129
oregon-pinot-noir,Sativa,0.0013160036528067
boss-hogg,Hybrid,0.004910873169803
pop-rox,Hybrid,0.0121944153991739
chr-super-og,Indica,0.0031617194677496
gods-bubba,Indica,0.0020084919480992
white-smurf,Hybrid,0.0015311992186745
crystalberry,Indica,0.0027120159134362
in-the-pines,Sativa,0.0048170699744248
arctic-sun,Hybrid,0.0005628191722695
titans-haze,Sativa,0.001189093447295
alaska-thunder-grape,Hybrid,0.0009380319537826
sputnik,Sativa,0.0011394329320947
mai-tai-cookies,Hybrid,0.0163907289335956
go-time,Hybrid,0.0016553505066752
purple-tangie,Sativa,0.0090409726839577
p-51,Indica,0.0009242373662269
kc-36,Indica,0.0012497896325397
northern-lights-5-x-haze,Sativa,0.0104397438620982
jungle-juice,Hybrid,0.0155437412576801
black-lime-special-reserve,Indica,0.0174639478454233
mossad,Indica,0.0
goat,Hybrid,0.0030541216848157
jamba-juice,Hybrid,0.0006097207699586
loyality,Hybrid,0.0003807306165352
chronic-thunder,Indica,0.0063372335230548
venus-og,Hybrid,0.0013160036528067
purple-bud,Indica,0.0052364254361158
sweet-jane,Sativa,0.0019008941651653
purple-goat,Hybrid,0.0010649421592943
moondance,Sativa,0.0004772927294246
the-doctor,Indica,0.0072393995491928
purple-headband,Hybrid,0.0074435594450161
purple-widow,Hybrid,0.0080339677923969
snow-ryder,Indica,0.0013325571578735
shark-attack,Indica,0.0012442717975175
medicine-woman,Hybrid,0.0019064120001876
salmon-river-og,Indica,0.0079787894421744
dutchberry,Hybrid,0.0035148609091736
alien-abduction,Hybrid,0.0014842976209854
snow-mountain,Indica,0.0033520847760172
snow-leopard,Indica,0.0034182987962842
madman-og,Hybrid,0.0062351535751432
24k-gold,Hybrid,0.0632619785301039
azure-haze,Hybrid,0.0030596395198379
electric-black-mamba,Indica,0.0005269532446249
vanilluna,Hybrid,0.0002069188133344
black-cherry-cheesecake,Hybrid,0.0105280292224542
panda-og,Hybrid,0.003765922402686
blaze,Sativa,0.0026595964807248
hurricane,Sativa,0.0107321891182775
travel-joint,Hybrid,0.0004055608741354
gutbuster,Indica,0.0014125657656961
colorado-clementines,Indica,0.0010814956643611
cookies-and-dream,Hybrid,0.0056668165678514
biker-leblanc,Hybrid,0.0001489815456007
sour-ape,Indica,0.0011118437569835
sister-glue,Hybrid,0.0121061300388179
pineapple-og,Sativa,0.0204408198399276
clockwork-orange,Hybrid,0.0010539064892498
ether,Indica,0.0131876257031791
hemlock,Hybrid,0.0047205078615354
chemdawg-4-x-alien-og-kush,Hybrid,0.0003172755137794
trix,Sativa,0.006185493059943
raw-diesel,Hybrid,0.0017712250421424
kelly-hill-gold,Indica,0.0007973271607152
super-sour-og,Hybrid,0.0091402937143582
new-glue,Hybrid,0.0242122600776359
supergirl,Indica,0.0007145596353814
afcrack,Hybrid,0.0011946112823172
blueberry-ak,Hybrid,0.0064779383161222
sweet-dreams,Hybrid,0.0056254328051845
purple-aurora,Hybrid,0.0011587453546726
strawberry-durban-diesel,Sativa,0.0010373529841831
purple-bubba,Indica,0.0197924742248131
cloud-9,Hybrid,0.0064751793986111
white-dream,Hybrid,0.0031975853953942
area-51,Hybrid,0.0071814622814592
sour-sunset,Hybrid,0.0063344746055437
tesla,Hybrid,0.001674662929253
rip-city-purps,Indica,0.0004248732967133
yeti-og,Indica,0.0117971312775719
purple-hindu-kush,Indica,0.025754494966355
sour-headband,Hybrid,0.0059978866691864
deep-sleep,Indica,0.0088230182005788
ig-kush,Hybrid,0.0014622262808964
az-super-sour-og,Hybrid,0.001211164787384
citrus-sap,Hybrid,0.0247723203323943
skins-skunk,Hybrid,0.0002041598958232
kid-n-cookies,Hybrid,0.0011035670044501
mt-hood-magic,Hybrid,0.0050902028080262
tigermelon,Indica,0.0005931672648919
logic-diesel,Hybrid,0.0
haze-berry,Sativa,0.009818987422095
blackberry-pie,Hybrid,0.0018429568974317
butter-og,Indica,0.0139435691012274
khufu,Indica,0.0
mammoth,Hybrid,0.0018512336499651
merlot-og,Indica,0.0085829923771109
og-skunk,Hybrid,0.0112177586002356
blueberry-blast,Sativa,0.0086354118098222
818-og,Indica,0.0046156689961126
purple-panty-dropper,Indica,0.0270429094440505
highwayman,Hybrid,0.0044142680178005
rare-dankness-1,Indica,0.0096562112889386
panama-punch,Sativa,0.0033217366833949
pagoda,Sativa,0.0009242373662269
sour-banana-sherbet,Hybrid,0.0344919867240889
full-moon,Sativa,0.0102217893787193
blackberry-cream,Indica,0.0100369419054739
the-ox,Indica,0.003103782200016
bubba-x-skunk,Hybrid,0.0012222004574285
urkle-train-haze,Hybrid,0.0016029310739638
ice-wreck,Hybrid,0.0073221670745266
king-cake,Hybrid,0.0075649518155056
snowland,Hybrid,0.0098134695870728
purple-power,Sativa,0.0067317587271458
sour-dubble,Hybrid,0.0192931101552994
memory-loss,Sativa,0.0167162811999084
alien-stardawg,Sativa,0.0019588314328989
silver-train,Sativa,0.0017767428771647
ocas-cloud-9,Hybrid,0.0005159175745804
hoodwreck,Sativa,0.000331070101335
sweet-black-angel,Indica,0.003412780961262
alien-technology,Indica,0.0090326959314243
big-skunk-korean,Hybrid,0.000794568243204
hashbar-og,Indica,0.0070545520759474
green-avenger,Hybrid,0.0016636272592085
moose-and-lobsta,Sativa,0.0064834561511445
grimmdica,Indica,0.0019174476702321
higher-power,Sativa,0.0008773357685378
shark-bite,Hybrid,0.0065717415115005
red-widow,Hybrid,0.0005904083473808
5th-element,Indica,0.0051867649209156
strawberry-milkshake,Hybrid,0.0041218227616212
durban-cookies,Sativa,0.0074076935173715
the-ooze,Indica,0.0007228363879148
cookie-jar,Hybrid,0.0021878215863223
critters-cookies,Hybrid,0.0002979630912015
slimer-og,Hybrid,0.0129144928695776
white-gorilla,Hybrid,0.0166445493446191
chem-jong-ill,Hybrid,0.0001848474732453
flo-limone,Sativa,0.0025961413779689
afternoon-delight,Hybrid,0.011446748753659
slazerbeam,Sativa,0.0039176628657979
bootlegger,Hybrid,0.0017243234444533
big-holy-nina,Hybrid,0.0
blueberry-muffins,Hybrid,0.102667597341507
blue-kiss,Hybrid,0.0005048819045359
sour-bubba,Indica,0.0052502200236715
blob-og,Hybrid,0.0002014009783121
mendo-breath,Indica,0.2263084856025889
silverfalls-kush,Hybrid,0.0
silverhawks-og,Sativa,0.0021105718960108
humboldt-headband,Indica,0.0020885005559218
golden-panda,Hybrid,0.0011504686021392
humboldt-dream,Indica,0.003412780961262
diamond-valley-kush,Hybrid,0.0009656211288938
le-silver-royale,Hybrid,0.0
oteils-egyptian-kush,Hybrid,0.0006207564400032
kaptns-grand-dream,Hybrid,0.0
kiss,Hybrid,0.0009297552012492
clementine-kush,Hybrid,0.0039066271957534
rubicon,Hybrid,0.0008994071086268
doobiebird-daydream,Hybrid,0.0015449938062301
chupacabra,Hybrid,0.0024388830798347
gupta-kush,Hybrid,0.0009628622113827
hibiscus-sunrise,Hybrid,0.0092947930949812
iron-triangle,Hybrid,0.0034541647239289
sumo-grande,Sativa,0.0023174907093452
jelly-roll,Indica,0.0049025964172697
hercules,Hybrid,0.0040859568339766
pink-sunset,Indica,0.0036224586921075
krishna-kush,Indica,0.0023395620494342
thai-girl,Hybrid,0.0005793726773363
sunburn,Sativa,0.0062241179050987
grilled-cheese,Hybrid,0.0008938892736046
aloha-limone,Hybrid,0.0022871426167229
mekamika-haze,Sativa,0.000331070101335
rebel-god-smoke,Sativa,0.0010539064892498
ghost-ship,Indica,0.0023643923070344
magnum-pi,Sativa,0.0025519986977909
dizzy-og,Hybrid,0.0026320073056135
sapphire-scout,Hybrid,0.0025851057079244
franks-gift,Hybrid,0.0035203787441959
bob-saget,Sativa,0.0067207230571013
don-shula,Hybrid,0.0017077699393865
blue-nina,Hybrid,0.0018650282375207
goji-diesel,Hybrid,0.0
walker-kush,Hybrid,0.004712231109002
dawgfather-og,Hybrid,0.0013491106629402
ridge-berry,Sativa,0.0
apple-kush,Hybrid,0.019064120001876
fruit-loops,Hybrid,0.0256579328534656
secret-garden-og,Indica,0.0010152816440941
pink-champagne,Indica,0.0265104383644033
moonwalker-kush,Hybrid,0.0034872717340624
huckleberry-hound,Hybrid,0.0
bloodhound,Hybrid,0.0007311131404482
bloos-kloos,Indica,0.0009932103040051
purple-people-eater,Indica,0.0015836186513859
trash,Hybrid,0.0016801807642753
cello-sweet-og,Hybrid,0.0010152816440941
diamond-socks,Hybrid,0.0003200344312905
p-91,Hybrid,0.0048087932218914
guard-dawg,Indica,0.0015532705587635
cherry-sherbet,Hybrid,0.0035396911667738
easy-bud,Hybrid,0.0007807736556484
frisian-duck,Hybrid,0.0045991154910459
dj-smoke,Hybrid,0.0008525055109377
darkside-og,Indica,0.005195041673449
blue-galaxy,Hybrid,0.0015118867960966
dr-feelgood,Hybrid,0.0019202065877432
fat-nelson,Hybrid,0.0021712680812556
la-sunshine,Hybrid,0.0059178780613638
blue-cinex,Hybrid,0.0009876924689828
ghost-og-moonshine,Indica,0.00107873674685
gupta-haze,Hybrid,0.0001489815456007
wedding-cake,Hybrid,0.923773868085118
big-band,Hybrid,0.0003917662865797
lucy,Hybrid,0.0084836713467104
martian-candy,Hybrid,0.0074794253726607
extreme-og,Indica,0.0061551449673206
ape-shit,Hybrid,0.0028830687991259
purple-cheddar,Indica,0.0018401979799205
deadwood,Indica,0.0
devils-tit,Sativa,0.0032775940032168
skunkberry,Hybrid,0.013935292348694
green-love-potion,Indica,0.0051122741481152
acid,Hybrid,0.0035976284345074
allkush,Indica,0.0005683370072918
dutch-kush,Indica,0.0015808597338748
lucid-bolt,Indica,0.0005159175745804
cherries-jubilee,Indica,0.0009435497888048
opium,Hybrid,0.0044142680178005
spoetnik-1,Indica,0.000198642060801
webster,Sativa,0.0003200344312905
afpak,Hybrid,0.0011063259219612
jazz,Hybrid,0.0068503921801242
chloe,Hybrid,0.0007559433980483
sasquatch-sap,Hybrid,0.0018429568974317
illuminati-og,Indica,0.0040500909063319
anonymous-og,Indica,0.0006262742750254
strawberry-og,Hybrid,0.0147215838393647
project-blue-book,Hybrid,0.0018512336499651
agent-tangie,Hybrid,0.0004469446368023
larry-bird-kush,Hybrid,0.0359845610976077
shiskaquine,Hybrid,0.0
blueberry-og,Hybrid,0.0210477816923751
c3,Hybrid,0.000794568243204
little-dragon,Hybrid,0.0009573443763604
legendary-lemon,Sativa,0.0007311131404482
four-cups,Hybrid,0.0001848474732453
cheeseburger,Hybrid,0.0011477096846281
blue-zombie,Indica,0.002863756376548
blackberry-bubble,Indica,0.0009766567989383
bubbas-bitch,Indica,0.0011256383445391
cherry-pie-kush,Hybrid,0.0038266185879308
frida,Indica,0.0006069618524475
do-si-dos,Indica,0.3898102140644097
pink-cookies,Hybrid,0.0355927948110279
blueberry-pancakes,Hybrid,0.0086409296448445
sour-cookies,Hybrid,0.0274760594932972
cookie-dough,Hybrid,0.0355596878008944
afghan-widow,Hybrid,0.0010456297367165
alien-bubba,Indica,0.008387109233821
white-empress,Indica,0.0005269532446249
white-strawberry,Hybrid,0.0021933394213446
lem-chem,Hybrid,0.0064613848110555
glue-tech,Hybrid,0.0024361241623236
el-chapo-og,Indica,0.0235418431224324
hawaiian-sunrise,Hybrid,0.00066214020267
zoom-pie,Indica,0.0023312852969009
guptilla,Hybrid,0.0039176628657979
robert-plant,Sativa,0.0005021229870248
crown-royale,Indica,0.0096589702064497
blackberry-chem-og,Hybrid,0.0006042029349364
chiquita-banana,Hybrid,0.0164459072838181
narnia,Sativa,0.0050350244578037
cherry-cookies,Hybrid,0.0242122600776359
strawberry-mango-haze,Sativa,0.001608448908986
terminator-og,Indica,0.0019146887527209
the-brotherhood,Hybrid,0.0005628191722695
six-shooter,Hybrid,0.002201616173878
sugar-pine,Hybrid,0.0030679162723713
maui-citrus-punch,Sativa,0.0008856125210712
legalized-og,Hybrid,0.000242784740979
lemon-og-haze,Hybrid,0.0099486565451179
queens-panties,Hybrid,0.0003421057713795
gorilla-biscuit,Indica,0.0057413073406518
apple-jack,Hybrid,0.0442806260535616
walter-white,Hybrid,0.0093858373728483
georgia-pine,Hybrid,0.010522511387432
tina-danza,Hybrid,0.0014677441159186
tuna-kush,Indica,0.0193758776806332
emperor-cookie-dough,Hybrid,0.002554757615302
kush-rise,Hybrid,0.0006897293777813
magic-jordan,Hybrid,0.0022705891116561
misty-morning,Hybrid,0.0
silver-back,Hybrid,0.0022319642665003
silver-nina,Hybrid,0.0006290331925365
silver-cindy,Hybrid,0.000286927421157
smooth-operator,Hybrid,0.0001572582981341
star-47,Hybrid,0.00044142680178
sweet-nina,Hybrid,0.0
tangerine-sunrise,Sativa,0.0021574734937
thelonious-skunk,Hybrid,0.0023919814821456
nina-limone,Sativa,0.0028168547788589
sun-ra,Sativa,0.0009932103040051
sweet-dream,Hybrid,0.0010125227265829
als-dream,Hybrid,0.0
tangelo,Hybrid,0.0046598116762906
gorkle,Sativa,0.0
tahoe-hydro-og,Hybrid,0.0040252606487318
tahoe-hydro-champagne,Hybrid,0.0003255522663127
white-durban,Sativa,0.004866730489625
blue-jay-way,Hybrid,0.0004993640695136
biochem,Indica,0.0134442050317137
white-cookies,Hybrid,0.0336698293057735
sour-joker,Sativa,0.0138111410606934
kalalau-kush,Hybrid,0.0006152386049809
molokai-frost,Indica,0.0007200774704037
x-wing,Indica,0.0005131586570693
puna-buddaz,Indica,0.0012249593749396
molokai-purpz,Indica,0.000419355461691
kauai-electric,Sativa,0.0007531844805372
fat-axl,Hybrid,0.0
stardawg-guava,Sativa,0.0164486662013292
old-mother-sativa,Sativa,0.0010870134993833
pink-lemonade,Hybrid,0.0490921781929642
98-white-widow,Hybrid,0.0011421918496058
gandalf-og,Indica,0.001409806848185
hawaii-78,Sativa,0.000419355461691
alenuihaha,Hybrid,0.0005490245847139
the-blood,Sativa,0.0049219088398475
space-cream,Hybrid,0.0030955054474826
longbottom-leaf,Hybrid,0.003368638281084
ginger-punch,Hybrid,0.0004110787091576
aspen-og,Hybrid,0.0018181266398315
old-toby,Hybrid,0.0023671512245455
white-sangria,Hybrid,0.0026844267383249
blueberry-pie,Hybrid,0.0186392467051627
r-4,Hybrid,0.0017546715370757
mothers-milk,Hybrid,0.0178584730495142
batman-og,Indica,0.0058240748659855
batgirl,Hybrid,0.0
riddler-og,Hybrid,0.0029134168917483
pink-berry,Indica,0.0032334513230388
patti-cake,Hybrid,0.0008469876759154
citrus-punch,Sativa,0.0080560391324859
tango-kush,Hybrid,0.0024085349872124
confidential-wreck,Hybrid,0.0006704169552034
west-coast-dawg,Indica,0.0011118437569835
afkansastan,Indica,0.0001738118032008
grape-cookies,Indica,0.0109253133440563
bubba-doja,Indica,0.0007311131404482
lemon-larry-lavender,Hybrid,0.0009269962837381
super-g,Sativa,0.0023257674618786
appalachian-power,Sativa,0.0
himalayan-blackberry,Indica,0.0033493258585061
flo-walker,Hybrid,0.0001876063907565
sonic-screwdriver,Sativa,0.0044087501827782
chem-dog,Indica,0.0084450465015546
golden-gage,Hybrid,0.0010318351491608
mean-misty,Hybrid,0.0
future,Hybrid,0.0096672469589831
yodas-brain,Indica,0.0015560294762746
lemonder,Hybrid,0.0010483886542276
blue-wonder,Hybrid,0.003169996220283
jahwaiian,Sativa,0.0007559433980483
ninja-fruit,Hybrid,0.0092009898996029
ultra-banana,Indica,0.0007200774704037
cali-jack,Hybrid,0.0010511475717387
grape-calyx,Hybrid,0.0002565793285346
wmd,Indica,0.0005159175745804
blue-ox,Indica,0.0015367170536968
b-witched,Hybrid,0.0012166826224062
sequoia-strawberry,Sativa,0.0053605767241165
alien-rift,Indica,0.0077829062988845
vader-og,Indica,0.0061799752249207
jack-smack,Sativa,0.001564306228808
jawa-pie,Indica,0.0035838338469518
the-wife,Hybrid,0.0060723774419868
chocolate-hashberry,Hybrid,0.0161644976976833
casper-og,Indica,0.0060392704318533
gummy-bears,Hybrid,0.0275808983587199
fat-purple,Indica,0.001277378807651
dolla-sign-og-kush,Indica,0.0003641771114685
sirius-black,Indica,0.0075097734652831
angel-og,Indica,0.0073138903219932
white-bastard,Indica,0.0
pineapple-fields,Sativa,0.0051371044057153
ultra-sour,Sativa,0.0169314767657761
dark-blue-dream,Hybrid,0.0010649421592943
fruity-widow,Hybrid,0.0007614612330705
purple-pinecone,Indica,0.0010649421592943
enemy-of-the-state,Indica,0.0050874438905151
elephant,Sativa,0.0098879603598732
jacks-dream,Hybrid,0.0021602324112111
black-magic-kush,Indica,0.0050101942002036
hades-haze,Indica,0.0
ginger-ale,Hybrid,0.0019257244227654
bango,Hybrid,0.0008994071086268
grape-drink,Indica,0.0019229655052543
concord-grape-blockhead,Hybrid,0.0004386678842689
monolith,Indica,0.000353141441424
purple-tears,Hybrid,0.0004524624718245
orange-durban,Sativa,0.0021767859162778
hoarfrost,Hybrid,0.0
kool-aid-smile,Indica,0.0031286124576161
g-force,Indica,0.0020388400407216
versace,Hybrid,0.0059758153290974
big-mac,Indica,0.0047536148716689
magic-beans-og,Indica,0.0004772927294246
nightmare-cookies,Hybrid,0.0120123268434397
thunderstruck,Sativa,0.0018236444748538
harley-twin,Sativa,0.0
dragon-og,Hybrid,0.0092203023221808
swiss-tsunami,Sativa,0.0007393898929815
cherry-sauce,Hybrid,0.0003917662865797
cherry-cream-pie,Hybrid,0.0061606628023428
sweet-baby-jane,Indica,0.0007311131404482
harley-storm,Sativa,0.0008442287584043
northern-cross,Hybrid,0.0
pine-cone,Hybrid,0.0009987281390273
chunky-diesel,Hybrid,0.0084698767591547
sojay-haze,Sativa,0.0118743809678834
tangie-dream,Hybrid,0.0040307784837541
tropic-thunder,Hybrid,0.0145477720361638
spyder-mon,Hybrid,0.0004083197916465
cherry-thunder-fuck,Hybrid,0.0029685952419708
captain-america-og,Hybrid,0.0108149566436113
thunderbird-rose,Sativa,0.0014373960232962
white-99,Hybrid,0.0522897635883584
jesses-girl,Indica,0.0006759347902257
rebel-berry-og,Hybrid,0.0010897724168945
orange-blossom,Hybrid,0.0094189443829818
pacific-blue,Indica,0.0030210146746822
euphoria-cookies,Hybrid,0.0064117242958552
pakistan-valley-kush,Indica,0.0051453811582487
bianca,Hybrid,0.0009545854588493
lime-skunk,Sativa,0.0155740893503025
appleberry,Indica,0.0020526346282772
peles-fire-og,Hybrid,0.0013491106629402
white-caramel-cookies,Indica,0.0012277182924507
romulan-haze,Hybrid,0.0005407478321805
tangier-chilly,Hybrid,0.0005490245847139
gorilla-cookies,Hybrid,0.1132590816667172
strawberry-frost,Indica,0.0009932103040051
california-hash-plant,Indica,0.0010042459740496
true-x,Indica,0.0001489815456007
rolls-choice,Hybrid,0.0097858804119615
chairman-chem-sou,Hybrid,0.0002731328336014
captains-cake,Hybrid,0.0140953095643393
rose-bud,Indica,0.0109611792717009
legend-og,Indica,0.0405312571559422
sour-spyder,Indica,0.0008469876759154
purple-punch,Indica,0.6387859659384044
super-silver-lights,Hybrid,0.0010373529841831
princesss-tiara,Hybrid,0.0002014009783121
gold-kings-thai,Sativa,0.0004248732967133
bedford-glue,Hybrid,0.0016856985992975
big-kush,Hybrid,0.0030127379221488
suicide-girl,Hybrid,0.0008690590160044
critical-plus-20,Indica,0.0080312088748858
citrus-sunshine-haze,Hybrid,0.008806464695512
santa-sativa,Sativa,0.001564306228808
dinachem,Hybrid,0.0014925743735188
black-afghan,Indica,0.0136952665252261
pineapple-cookies,Hybrid,0.0060806541945202
pink-hawaiian,Hybrid,0.0018705460725429
chocolate-drop,Hybrid,0.0
boombaye,Hybrid,0.0004690159768913
sfv-dog,Hybrid,0.0011311561795613
peyote-cookies,Indica,0.0419769299317719
bell-ringer,Indica,0.0021243664835665
vietnamese-bubba,Hybrid,0.0007366309754704
wonder-kid,Indica,0.0006648991201812
green-cheese,Hybrid,0.0013546284979625
mud-bite,Indica,0.0006593812851589
tranquil-elephantizer-remix,Indica,0.0024499187498792
blush,Hybrid,0.0002124366483566
orange-wreck,Sativa,0.0005683370072918
four-way,Indica,0.0025685522028576
hammerhead,Indica,0.002775471016192
brainwreck,Hybrid,0.0014925743735188
mission-kush,Hybrid,0.0
dirty-widow,Hybrid,0.0001572582981341
intergalactic,Hybrid,0.0024830257600128
ecto-cooler,Hybrid,0.0287203312908147
lee-roy,Indica,0.012130960296418
dutch-haze,Sativa,0.0077470403712399
tillamook-strawberry,Hybrid,0.0075566750629722
big-smooth,Hybrid,0.0249902748157732
