strain_slug,strain_category,strain_popularity
dragon-fruit,Hybrid,0.0102604142238751
dagwood,Hybrid,0.0004938462344914
newberry,Hybrid,0.0004497035543134
ogkz,Hybrid,0.0028251315313923
raspberry-diesel,Hybrid,0.0026016592129911
sour-blueberry,Hybrid,0.0087816344379119
sugar-breath,Hybrid,0.0060696185244757
three-blue-kings,Hybrid,0.0060530650194089
love-triangle,Hybrid,0.0055343885273174
more-cowbell,Hybrid,0.0030237735921933
neroli-91,Hybrid,0.0003421057713795
mountain-temple,Sativa,0.0006897293777813
prayer-tower,Hybrid,0.0012194415399173
bingo-pajamas,Hybrid,0.0009601032938716
black-raspberry,Hybrid,0.0029658363244597
black-triangle,Hybrid,0.0148346994573209
blue-tara,Hybrid,0.0012718609726287
cluster-funk,Hybrid,0.002620971635569
blueberry-hashplant,Hybrid,0.0008828536035601
cobra-lips,Hybrid,0.0031396481276606
angelica,Hybrid,0.0007669790680928
hollyweed,Hybrid,0.0011918523648061
jungle-spice,Hybrid,0.0009849335514717
lazy-lightning,Hybrid,0.0026899445733472
lions-milk,Hybrid,0.0007780147381373
lotus-larry,Hybrid,0.0005435067496916
lemon-tree,Hybrid,0.0608672381304471
love-boat,Hybrid,0.0005766137598251
moon-drops,Hybrid,0.0027340872535252
space-cake,Hybrid,0.0406609262789651
pura-vida,Hybrid,0.007595299908128
satsuma,Hybrid,0.0004993640695136
silver-mountain,Hybrid,0.0054571388370059
strange-brew,Hybrid,0.0002262312359122
super-silver-hash-plant,Hybrid,0.000816639583293
super-snow-lotus,Hybrid,0.0
the-fuzz,Hybrid,0.0006290331925365
best-friend-og,Hybrid,0.0018788228250763
purple-berry-skunk,Hybrid,0.000176570720712
blue-sherbert,Hybrid,0.0282016547987231
motorbreath,Hybrid,0.1154800102631731
el-chapo,Hybrid,0.0049577747674922
blue-og-sherbert,Hybrid,0.0010621832417832
loopy-fruit,Hybrid,0.0007780147381373
jungle-scout-cookies,Hybrid,0.0051398633232264
spumoni,Hybrid,0.0044584106979785
white-lemon,Hybrid,0.0024968203475684
koolato,Hybrid,0.0129503587972223
kush-hemp,Hybrid,0.0018815817425874
banana-mango,Hybrid,0.003589351681974
bonkers,Hybrid,0.0064475902234999
concord-cream,Hybrid,0.0021409199886332
grape-bubba,Hybrid,0.0015725829813414
magic-melon,Hybrid,0.0300308171085992
peach-cobbler,Hybrid,0.0180129724301373
lemongrass,Hybrid,0.0094410157230708
sour-space-candy,Hybrid,0.0258345035741776
the-bling,Hybrid,0.0060503061018978
vanilla-frosting,Hybrid,0.0416734490055481
very-cherry,Hybrid,0.0009821746339606
first-light,Hybrid,0.0004607392243579
orange-fanta,Hybrid,0.004403232347756
strawberries--cream,Hybrid,0.0162720954806172
vanilla-gorilla,Hybrid,0.005261255693716
grape-god-bud,Hybrid,0.0
yem-og,Hybrid,0.0007697379856039
spicy-disco,Hybrid,0.000573854842314
92-og,Hybrid,0.0035534857543294
alley-cat-kush,Hybrid,0.0005352299971583
daywalker,Hybrid,0.0007311131404482
orange-cream,Hybrid,0.0202366599441043
cypress-og,Hybrid,0.0026237305530801
elektra,Hybrid,0.0124096109650417
holy-punch,Hybrid,0.0018153677223204
lifter,Hybrid,0.0207663721062404
stoopid-fruits,Hybrid,0.0060889309470536
sweet-valley-kush,Hybrid,0.0015367170536968
suver-haze,Hybrid,0.0167824952201754
pineberry,Hybrid,0.002643042975658
white-strawberry-skunk,Hybrid,0.0021988572563668
yolo-berry,Indica,0.0019919384430324
banana-punch,Hybrid,0.0538375163120997
seattle-summer,Hybrid,0.0002620971635569
huckleberry-soda,Hybrid,0.0016250024140528
the-cbg-blend,Hybrid,0.0008718179335156
love-is-love,Hybrid,0.0
dutch-47,Hybrid,0.000573854842314
samoa-kush,Hybrid,0.0021657502462333
caboose,Hybrid,0.0006152386049809
collie-man-kush,Hybrid,0.0012691020551176
melonberry,Hybrid,0.0008938892736046
special-sauce,Hybrid,0.0128731091069108
gammaberry,Hybrid,0.0005655780897806
orange-poison,Hybrid,0.0009380319537826
the-guice,Hybrid,0.0068752224377243
chem-berry-diesel,Hybrid,0.0033989863737064
double-lemon-pie,Hybrid,0.0012277182924507
kings-banner,Hybrid,0.0034845128165512
sour-lemons,Hybrid,0.0007007650478258
g-cut,Hybrid,0.000397284121602
nightmare-og,Hybrid,0.0054516210019836
animal-mints,Hybrid,0.0598160905587083
animal-sherbert,Hybrid,0.0019064120001876
apricot-jelly,Hybrid,0.0024609544199237
gaswerx,Hybrid,0.0002317490709345
grape-cake,Hybrid,0.0095624080935604
guava-cake,Hybrid,0.0270125613514281
tropicana-punch,Hybrid,0.0099817635552514
cherry-fuel,Hybrid,0.0016029310739638
frozen-tangerines,Hybrid,0.000573854842314
powernap,Hybrid,0.0019864206080102
white-super-skunk,Hybrid,0.0006924882952924
fire-alien-romulan,Hybrid,0.0007614612330705
white-master,Hybrid,0.0002041598958232
triple-scoop,Hybrid,0.0061910108949652
strawberry-sorbet,Hybrid,0.0048391413145138
sour-kosher,Hybrid,0.0101666110284968
bay-platinum-cookies,Sativa,0.0049467390974477
sorbet-dreams,Hybrid,0.0009407908712937
florida-og,Hybrid,0.0064669026460777
gelato-sorbet,Hybrid,0.00475637378918
kosher-dawg,Hybrid,0.0123599504498415
miss-usa,Hybrid,0.0052860859513161
silver-la,Hybrid,0.0010511475717387
djs-gold,Hybrid,0.0012525485500509
double-stuffed-sorbet,Hybrid,0.0023009372042785
florida-lemons,Hybrid,0.0013960122606294
crocketts-dog,Hybrid,0.00259890029548
el-fuego,Hybrid,0.0026623553982359
bakers-delight,Hybrid,0.0027478818410808
blood-orange-sorbet,Hybrid,0.0023395620494342
dosi-face,Hybrid,0.0110384289620124
dough-lato,Hybrid,0.0024361241623236
dank-dough,Hybrid,0.0028140958613478
mambo-mg,Hybrid,0.0009076838611602
cakewalk,Hybrid,0.0035396911667738
lemon-stash-cbd,Hybrid,0.0
dolato,Indica,0.0771889941262646
zookies,Hybrid,0.1736931697479177
moonbow,Hybrid,0.0079098165043963
watermelon-zkittlez,Indica,0.0475858092318897
melonade,Hybrid,0.0272443104223626
giesel,Hybrid,0.0040749211639321
giesel-cookies,Hybrid,0.0004248732967133
chem-cookies,Hybrid,0.0153257867743012
banana-milk,Hybrid,0.0047674094592245
gorilla-grapes,Hybrid,0.038213766446597
oregon-lemons,Hybrid,0.0038597255980643
paradise-waits,Hybrid,0.0331980544113711
poison-fruit,Hybrid,0.0101666110284968
strawberry-switchblade,Hybrid,0.0375130013987711
trueberry-og,Hybrid,0.0081884671730199
northern-hashplant,Indica,0.0486590281437175
puck-yeah,Indica,0.0049605336850033
crescendo,Hybrid,0.0273436314527631
strawberry-cake,Hybrid,0.0078077365564846
total-paralysis,Hybrid,0.0006566223676478
bubba-cookies,Hybrid,0.0050929617255373
sorbet,Hybrid,0.0135297314745586
slurricane,Indica,0.1905336022358267
absinthe,Hybrid,0.0007862914906707
lemon-cheesecake,Hybrid,0.007617371248217
rainmaker,Hybrid,0.0244550448186149
midnight-mass,Hybrid,0.0006124796874698
ko-kush,Hybrid,0.0022788658641895
budzilla,Hybrid,0.0015008511260521
somari,Hybrid,0.0006069618524475
strawberry-akeil,Hybrid,0.00066214020267
serious-kush,Hybrid,0.0004800516469358
purple-afghan-kush,Indica,0.0037686813201972
devil,Hybrid,0.0019312422577877
badazz-cheese,Indica,0.0009325141187603
dick-cheese,Hybrid,0.0007228363879148
east-coast-sour-diesel-5258013bbbf541e3a4e8fd93f1deb588,Sativa,0.0023616333895232
legends-gold,Indica,0.0
cookies-and-cream-cheese,Hybrid,0.0020278043706771
cheese-dawg,Hybrid,0.0013960122606294
white-choco-haze,Sativa,0.0008773357685378
big-buddhas-king-kong,Hybrid,0.0
tangerine-g13,Hybrid,0.0002014009783121
silver-cheese,Hybrid,0.0014567084458741
shark-widow,Hybrid,0.0
la-cheese,Hybrid,0.0053412643015386
kosher-tangie-kush,Hybrid,0.000198642060801
jack-plant,Sativa,0.0001462226280896
gorilla-blue,Hybrid,0.0095596491760492
buddha-og-kush,Hybrid,0.0042156259569995
critical-purple-kush,Hybrid,0.0087374917577339
runtz,Hybrid,0.6523763935982078
grape-stomper-og,Hybrid,0.0017905374647203
ak-020,Hybrid,0.000485569481958
ak-og-kush,Hybrid,0.0010677010768055
cherry-moon-pie,Indica,0.0017050110218754
grateful-grape,Hybrid,0.0004910873169803
sweet-pink,Hybrid,0.0015036100435633
rosaberry,Hybrid,0.0012249593749396
ruby-rose,Hybrid,0.0008414698408932
purple-unicorn,Hybrid,0.0070159272307917
black-rose,Hybrid,0.0015367170536968
wookies-cookies,Hybrid,0.001674662929253
sweet-purple,Hybrid,0.0008111217482708
star-cookie,Hybrid,0.002488543595035
pulsar,Hybrid,0.0
pineapple-hash-plant,Hybrid,0.0006511045326255
lost-creek,Hybrid,0.0001462226280896
skunk-ape,Indica,0.0082132974306201
ice-cream-man,Indica,0.013758721627982
lemon-oasis,Hybrid,0.0027478818410808
g13-skunk,Hybrid,0.0002234723184011
ghost-of-lee-roy,Hybrid,0.0051702114158488
durga-mata-ii,Hybrid,0.0024802668425016
einsteins-pipe,Hybrid,0.0004552213893356
docs-og,Hybrid,0.0286899831981923
dank-commander,Hybrid,0.0100203884004072
cherry-dawg,Hybrid,0.0010428708192053
california-gold,Indica,0.0002262312359122
cali-orange-bud,Hybrid,0.0
buddha-syrup,Indica,0.0001958831432898
gary-payton,Hybrid,0.1348558879438063
gelato-41,Hybrid,0.1041601717150259
88-g13-hashplant,Hybrid,0.0047287846140688
purple-majik,Hybrid,0.0054516210019836
purple-reign,Hybrid,0.0044942766256231
purple-roze,Hybrid,0.0011311561795613
rawtton,Hybrid,0.0013325571578735
purple-zkittlez,Indica,0.0100534954105407
skunk-hero,Hybrid,0.0092534093323143
snowball,Hybrid,0.0170363156311989
gunslinger,Hybrid,0.003390709621173
black-cream-auto,Hybrid,0.0009187195312047
red-kross,Hybrid,0.0001738118032008
grape-pie,Hybrid,0.0337746681711963
orange-sherbert,Hybrid,0.0247171419821718
bacio-gelato,Hybrid,0.0311647322056717
gello-gelato,Hybrid,0.0079981018647523
purple-sunset,Indica,0.0219361531309575
terpwin-station,Hybrid,0.0034045042087286
critical,Hybrid,0.0152761262591009
zour-apples,Hybrid,0.0093582481977371
sour-og-cheese,Hybrid,0.0025464808627686
acai-berry-gelato,Sativa,0.0162665776455949
zsweet-insanity,Hybrid,0.0117309172573049
black-fire,Hybrid,0.0029741130769931
jelly-breath,Hybrid,0.0153975186295904
quattro-kush,Hybrid,0.0032113799829498
blue-tahoe,Hybrid,0.0031230946225938
guava-dawg,Hybrid,0.0290845084022832
mindscape,Hybrid,0.0004524624718245
dosi-punch,Indica,0.0254206659475088
royal-flush,Hybrid,0.0034486468889066
riley-kush,Hybrid,0.0
wonka-bars,Hybrid,0.0216685381323783
brute-fruit,Hybrid,0.0
fruit-pie,Hybrid,0.0022071340089002
gelato-pebbles,Hybrid,0.000463498141869
pie-til-i-die,Hybrid,0.0017050110218754
future-1,Hybrid,0.0067924549123905
9d4,Hybrid,0.0028223726138812
10th-planet,Hybrid,0.0153947597120793
banana-daddy,Hybrid,0.0051646935808266
candy-store,Hybrid,0.0070545520759474
citradelic-cookies,Hybrid,0.0016360380840973
citral-flo,Hybrid,0.0031837908078386
durban-kush,Hybrid,0.0090823564466246
early-lemon-berry,Hybrid,0.0062903319253657
lgbt,Hybrid,0.0007669790680928
lemon-berry-candy-og,Hybrid,0.0026816678208138
lilac-cookies,Hybrid,0.0025740700378799
gmo-zkittlez,Hybrid,0.0079070575868852
lilac-diesel,Hybrid,0.0453593628004116
grape-diamonds,Hybrid,0.01618105120275
lilac-og,Hybrid,0.0027230515834807
mandarin-kush,Hybrid,0.0046598116762906
member-og,Hybrid,0.0065910539340784
morockin-kush,Hybrid,0.0035617625068628
ogdlux,Hybrid,0.0019505546803656
gushers,Hybrid,0.1871208212745647
jungle-cake,Hybrid,0.092056800593719
peanut-butter-breath,Hybrid,0.1525212367675419
london-poundcake,Hybrid,0.1076391666965549
orange-kush-cake,Hybrid,0.0131490008580233
orange-velvet-underground,Hybrid,0.00174087694952
cereal-milk,Hybrid,0.1600034210577137
oz-kush,Hybrid,0.0097555323193391
white-runtz,Hybrid,0.1611594074948753
sherblato,Hybrid,0.0654801482090487
cheetah-piss,Hybrid,0.1030014263603532
snowman,Hybrid,0.041405834006969
gelatti,Hybrid,0.0636151199715279
guava,Sativa,0.0362935598588537
dolce-gelato,Hybrid,0.0040942335865099
tang-eray,Hybrid,0.006538634501367
sorbet-11,Hybrid,0.0011642631896948
dosi-white,Hybrid,0.0024968203475684
lemon-oz,Hybrid,0.0029713541594819
royal-purple-kush,Indica,0.0019340011752988
blackberry-og-cbd,Hybrid,0.0008497465934266
midnight-express,Hybrid,0.0010180405616052
lovelace,Hybrid,0.0004910873169803
madhatter,Hybrid,0.001034594066672
smarties,Hybrid,0.0123544326148192
face-off-og-bx1,Hybrid,0.000595926182403
grateful-breath,Hybrid,0.0079374056795075
sapphire-og,Hybrid,0.0051784881683822
glazed-cherries,Hybrid,0.0011035670044501
han-solo-burger,Hybrid,0.0126192886958872
larry-cake,Hybrid,0.0037272975575303
alphadawg,Hybrid,0.0001793296382231
triangle-mints,Hybrid,0.023795663533456
alien-cookies,Hybrid,0.034450602961422
dosi-cake,Hybrid,0.0129200107045999
rainbow-chip,Hybrid,0.0214312712264216
petro-chem,Hybrid,0.0019422779278322
gelonade,Hybrid,0.0473043996457549
lime-og,Hybrid,0.013847006988338
apple-fritter,Hybrid,0.1181671959190092
triple-og,Hybrid,0.0100590132455629
triple-chocolate-chip,Hybrid,0.0172846182072002
crunch-berries,Hybrid,0.0096010329387161
caesar,Hybrid,0.0033576026110395
samoas,Hybrid,0.00323621024055
monkey-mints,Hybrid,0.0080587980499971
moose-tracks,Hybrid,0.0032693172506835
grapefruit-sour-dream,Hybrid,0.0042459740496218
orange-daiquiri,Hybrid,0.0072614708892818
lemon-lava,Hybrid,0.0059068423913193
tropic-truffle,Hybrid,0.0089002678908903
falcon-9,Indica,0.0040087071436651
ace-high,Hybrid,0.0031893086428608
jet-a,Hybrid,0.0014898154560076
paradise-circus,Hybrid,0.0055537009498952
biscotti,Hybrid,0.1219331183216953
pink-runtz,Hybrid,0.0965317647967643
lava-cake,Hybrid,0.108036450818157
mac-1,Hybrid,0.1433505949605612
cookie-dawg,Hybrid,0.0283727076844129
cherry-punch,Hybrid,0.02932177530824
gelato-cake,Hybrid,0.0455276567685902
purple-cookies,Hybrid,0.0198255812349466
wedding-pie,Hybrid,0.0436902177061808
gorilla-cake,Hybrid,0.0439854218798712
og-cookies,Hybrid,0.014859529714921
cookie-glue,Hybrid,0.0085885102121331
papaya-punch,Hybrid,0.0220023671512245
blue-gelato,Hybrid,0.0208381039615296
billy-kimber,Hybrid,0.0531229566767183
pink-candy-kush,Hybrid,0.0102521374713417
animal-face,Hybrid,0.0184323278918283
sherbacio,Hybrid,0.0247088652296385
glueball,Hybrid,0.0144318975006966
4-kings,Hybrid,0.0079180932569297
grape-punch,Hybrid,0.0036031462695296
divorce-cake,Hybrid,0.0106163145828102
cbd-charlottes-angel,Hybrid,0.0022623123591227
marathon-og,Indica,0.0199028309252581
garanimals,Indica,0.0392124945856243
meat-breath,Indica,0.0122689061719743
kush-mints,Hybrid,0.1057465492839229
gorilla-zkittlez,Hybrid,0.0231749070934528
cake-batter,Hybrid,0.0150388593531442
comatose-og,Indica,0.0033189777658837
cherry-cheesecake,Indica,0.0023450798844565
space-cookies,Hybrid,0.0122413169968631
passion-fruit,Sativa,0.0100065938128515
crazy-glue,Hybrid,0.0093223822700925
pootie-tang,Hybrid,0.0024719900899683
lucid-blue,Sativa,0.0066103663566563
golden-strawberry,Hybrid,0.0027423640060585
banana-pudding,Hybrid,0.0060034045042087
orange-zkittlez,Hybrid,0.0061247968746982
double-durban,Indica,0.002179544833789
cherry-blossom,Indica,0.004337018327489
guava-jelly,Hybrid,0.0026678732332581
s5-haze,Hybrid,0.0050570957978927
pineapple-muffin,Hybrid,0.0038155829178863
candy-apple-kush,Hybrid,0.0012746198901399
orange-peel,Indica,0.0011780577772505
its-it,Hybrid,0.0030486038497934
space-face,Indica,0.0009242373662269
skullcap,Hybrid,0.0015946543214304
thank-you-jerry,Hybrid,0.0021933394213446
t-sage,Hybrid,0.0015587883937858
mr-clean,Sativa,0.0104618152021872
chem-de-la-chem,Sativa,0.0143629245629184
brownie-scout,Hybrid,0.0204159895823274
la-kush-cake,Hybrid,0.0661284938241631
rainbow-sherbet,Hybrid,0.0152016354863005
grapefruit-durban,Sativa,0.0067483122322125
banana-sherbet,Hybrid,0.0093444536101815
cement-shoes,Indica,0.0188075406733414
humble-pie,Hybrid,0.0030623984373491
gorilla-og,Indica,0.0110770538071682
creme-brulee,Indica,0.0107901263860111
gelato-45,Hybrid,0.0281271640259227
now-and-later,Hybrid,0.0132979824036241
peyote-critical,Indica,0.009311346600048
berry-pie,Sativa,0.0157920438336814
pink-rozay,Indica,0.0346382093521785
honey-bun,Hybrid,0.0173646268150228
grenadine,Hybrid,0.0043894377602004
pancakes,Hybrid,0.0139242566786495
ocean-beach,Hybrid,0.007860155989196
collins-ave,Hybrid,0.0136400881750036
georgia-pie,Hybrid,0.034229889560532
sour-glue,Hybrid,0.0060585828544312
spec-ops,Indica,0.0034486468889066
orange-tree,Hybrid,0.0043011523998443
fatso,Indica,0.0171797793417774
forbidden-lemon-glue,Indica,0.002267830194145
orangeade,Hybrid,0.0105556183975655
platinum-punch,Hybrid,0.0220409919963803
strawberry-cookies,Hybrid,0.0086050637171999
cherry-chem,Hybrid,0.0080091375347968
copper-chem,Hybrid,0.0035038252391291
glueberry,Hybrid,0.012591699520776
purple-gelato,Hybrid,0.0147022714167869
orange-43,Hybrid,0.0046929186864241
cookie-dos,Hybrid,0.0026126948830356
florida-orange,Hybrid,0.0009242373662269
gorillad-cheese,Hybrid,0.0051233098181597
king-crasher,Hybrid,0.0054488620844725
luckleberries-59,Hybrid,0.0010014870565384
sun-king-og,Hybrid,0.0010759778293388
gorilla-punch,Hybrid,0.0023147317918341
kentucky-bluegrass,Hybrid,0.002444400914857
royal-wedding,Hybrid,0.0044390982754006
space-monkey,Hybrid,0.0101169505132966
punch-breath,Hybrid,0.014903672395099
gorilla-bomb,Hybrid,0.0050350244578037
juggernaut,Hybrid,0.0019146887527209
las-vegas-triangle-kush,Hybrid,0.0052005595084712
bubba-fett,Hybrid,0.0120343981835287
cherry-lime-haze,Hybrid,0.0013766998380515
french-cookies,Sativa,0.0042321794620662
sour-papaya,Hybrid,0.003147924880194
nitro-cookies,Hybrid,0.006384135120744
blood-diamond,Indica,0.0036886727123745
gold-leaf,Hybrid,0.0078215311440403
gascotti,Hybrid,0.0013408339104069
frozen-grapes,Hybrid,0.0015974132389415
face-mints,Hybrid,0.0096120686087606
delicious-candy,Hybrid,0.0012718609726287
chronald,Hybrid,0.0020195276181437
cake-mix,Hybrid,0.0167466292925307
cake-and-chem,Hybrid,0.0037355743100637
apple-rock-candy,Hybrid,0.0008387109233821
triple-whammy,Hybrid,0.0019119298352098
g-wagon,Sativa,0.00691384728288
east-cake,Hybrid,0.0006455866976033
dr-gonzo,Hybrid,0.0040225017312207
coffee-ice-cream,Hybrid,0.0011173615920057
cherry-garcia,Hybrid,0.0061634217198539
bitch-fuel,Hybrid,0.0010842545818722
chili-verde,Hybrid,0.0137752751330487
66-cookies,Hybrid,0.0018401979799205
sticky-lemons,Hybrid,0.0005821315948474
mother-of-grapes,Hybrid,0.0020471167932549
island-girl,Sativa,0.0010621832417832
dog-patch,Hybrid,0.0006345510275588
cherry-death-star,Hybrid,0.0012580663850731
balla-berries,Hybrid,0.0117309172573049
92-cookies,Hybrid,0.0023312852969009
banana-puddintain,Hybrid,0.0046763651813574
full-moon-fever,Hybrid,0.0022429999365448
blue-coral,Hybrid,0.0006124796874698
aaa-og,Hybrid,0.0022761069466784
805-glue,Hybrid,0.0046404992537128
purple-lamborghini,Hybrid,0.0013353160753846
platinum-garlic,Hybrid,0.0048998374997585
point-break,Indica,0.0043342594099779
hells-bells,Indica,0.0063786172857217
eleven-roses,Indica,0.0031010232825048
chem-dd,Hybrid,0.0011477096846281
tropsanto,Hybrid,0.0051067563130929
zerbert,Hybrid,0.008718179335156
apples-and-bananas,Hybrid,0.0116591854020156
fat-banana,Hybrid,0.0032058621479276
luxuriotti,Hybrid,0.0007338720579593
axilla,Indica,0.002841685036459
pillow-factory,Hybrid,0.0040942335865099
lemon-sweet-skunk,Sativa,0.0008938892736046
layer-cake,Hybrid,0.0204849625201056
blue-tommyz,Hybrid,0.0006897293777813
pop-tarts,Hybrid,0.0117419529273494
rollins,Hybrid,0.0103928422644091
blackberry-cheesecake,Hybrid,0.0011504686021392
smores,Hybrid,0.0067924549123905
miracle-whip,Hybrid,0.0037797169902417
golden-cobra,Hybrid,0.0018319212273872
diamond-dust,Hybrid,0.0042349383795773
strawberry-guava,Hybrid,0.0088037057780009
papaya-cake,Hybrid,0.0140815149767837
grape-og,Hybrid,0.0031506837977051
captain-crunch,Hybrid,0.0055178350222506
citrus-farmer,Hybrid,0.0070104093957694
squirt,Hybrid,0.0065524290889226
mule-fuel,Hybrid,0.0021574734937
pure-michigan-5,Hybrid,0.0022540356065893
lemon-cherry-gelato,Hybrid,0.0097196663916945
candy-rain,Hybrid,0.0056281917226956
cherry-gorilla,Hybrid,0.0107763317984555
meltdown,Hybrid,0.0018870995776097
nf1,Hybrid,0.0045715263159346
t1,Hybrid,0.0006097207699586
rotten-rozay,Hybrid,0.0009518265413382
galactic-gas,Hybrid,0.0035203787441959
fuji-og,Hybrid,0.0009601032938716
garlicane,Hybrid,0.0025050971001018
nirvana,Hybrid,0.0014622262808964
zaza,Hybrid,0.0717428909593032
crescendo-8e77518145b248278f003dfbb03c1b08,Hybrid,0.0084450465015546
captain-jack,Hybrid,0.0021574734937
freakshow,Hybrid,0.0025630343678354
italian-ice,Hybrid,0.0244826339937262
cancers-nightmare,Hybrid,0.0010842545818722
y-life,Hybrid,0.0026595964807248
indiana-bubble-gum,Hybrid,0.003103782200016
kickflip-7,Hybrid,0.0008138806657819
watermelon-zum-zum,Hybrid,0.001211164787384
killer-cupcakes,Hybrid,0.0009628622113827
banana-trail-mix,Hybrid,0.0005848905123585
con-leche,Hybrid,0.0020112508656103
banana-cream-cake,Hybrid,0.0060916898645647
orange-mints,Hybrid,0.0020829827208996
the-cube,Hybrid,0.0010925313344056
sweet-pink-grapefruit,Hybrid,0.0010759778293388
oreoz,Hybrid,0.0289575981967715
secret-weapon,Hybrid,0.0033107010133504
obama-runtz,Hybrid,0.0336532758007068
hectane,Hybrid,0.0045494549758456
spritzer,Hybrid,0.0017712250421424
skittles-mintz,Hybrid,0.0013601463329847
gusher-pie,Hybrid,0.0007642201505817
atomic-apple,Hybrid,0.0017215645269422
grape-gasoline,Hybrid,0.005327469713983
medellin,Hybrid,0.0047839629642913
gummiez,Hybrid,0.0011035670044501
yellow-zushi,Hybrid,0.0057109592480294
huckleberry-web,Hybrid,0.0004717748944024
prodigy,Hybrid,0.0
katana-kush,Hybrid,0.0003834895340464
garlic-glue,Hybrid,0.0006869704602702
garlic-mints,Hybrid,0.0021436789061443
gelato-mints,Hybrid,0.0009656211288938
ethos-cookies,Hybrid,0.0025216506051685
kwazulu-blue,Hybrid,0.0
aqua-woman,Hybrid,0.0
banana-sundae,Sativa,0.0013242804053401
sweet-pie,Hybrid,0.0003614181939574
special-occasion,Hybrid,0.0005931672648919
lights-out,Indica,0.0005628191722695
single-scoop,Hybrid,0.0004248732967133
tiger-king,Hybrid,0.0004055608741354
daniel-larusso,Hybrid,0.0012387539624952
ksmorz,Hybrid,0.0006952472128035
koko,None,0.0003503825239129
circa,None,0.0003007220087126
d-z-d,None,0.0
sr-71,None,0.0002896863386681
mojito,Hybrid,0.0013546284979625
prenup,None,0.0027423640060585
zprite,None,0.0008663000984933
nyc-flo,None,0.0014511906108519
sonny-g,None,0.0048750072421584
star-91,None,0.0002014009783121
black-88,None,0.0
blue-boi,None,0.0002758917511125
boomtown,None,0.0020084919480992
push-pop,None,0.0010980491694278
zoo-dawg,None,0.0003890073690686
alpenglow,None,0.000353141441424
fruitcake,Hybrid,0.0004662570593801
good-dawg,None,0.0005131586570693
headspace,Hybrid,0.0012691020551176
island-og,None,0.0006152386049809
king-musa,None,0.0012139237048951
lemon-tag,None,0.0004828105644469
milk-bone,Hybrid,0.0043728842551336
mint-cake,None,0.0075925409906169
palpatine,Hybrid,0.0006262742750254
peach-ozz,None,0.0019974562780547
pelirroja,None,0.0005490245847139
sir-lando,None,0.0008773357685378
tally-mon,Hybrid,0.0037797169902417
4-prophets,None,0.001652591589164
blue-ocean,None,0.0014456727758296
cheesecake,None,0.0026044181305023
grapeology,None,0.0003007220087126
lost-cause,None,0.0010207994791163
purple-mac,None,0.0023947403996567
sour-bobby,None,0.0014042890131627
starduster,None,0.0007835325731595
tangie-dos,None,0.0006207564400032
ursa-major,None,0.0005793726773363
bananium-2,None,0.0021464378236555
berry-punch,None,0.00345692364144
cherry-cake,None,0.0025409630277464
cherry-star,None,0.0008442287584043
desert-lime,None,0.0009325141187603
dread-bread,None,0.0016277613315639
head-doctor,None,0.0009049249436491
hennessy-og,None,0.000595926182403
juice-boxxx,None,0.0
lemon-icing,None,0.0004028019566242
light-saber,Hybrid,0.0004441857192911
lion-s-mane,None,0.0034652003939734
mixed-berry,None,0.0015339581361856
monkey-tape,None,0.0004441857192911
morris-code,None,0.0006207564400032
nilla-wafer,None,0.0025685522028576
okc-thunder,None,0.0003614181939574
orange-cake,Hybrid,0.0014429138583185
peach-ringz,None,0.0008607822634711
royal-ac-dc,None,0.0001820885557342
sc-slimer,None,0.0023092139568119
sour-91-pie,None,0.0012084058698728
sugar-candy,None,0.0002814095861347
tang-breath,None,0.001056665406761
temple-kush,None,0.0005407478321805
animal-candy,None,0.0010042459740496
berry-gelato,None,0.0046129100786015
cake-n-chem,None,0.0002786506686236
cake-crasher,None,0.0006952472128035
dirty-thirty,None,0.0004993640695136
frosted-zinn,None,0.00152016354863
grape-gas-7,None,0.0014346371057851
headstash-3,None,0.0006235153575143
island-chill,None,0.0006262742750254
kitchen-sink,Hybrid,0.0041632065242881
lemon-brulee,Hybrid,0.0012415128800064
mac-caps-cut,None,0.0002538204110235
og-dragonfly,None,0.0003503825239129
oregon-noble,None,0.0008552644284488
purple-demon,None,0.000353141441424
rainbow-belt,None,0.0023478388019676
rainbow-road,None,0.000198642060801
sherb-valley,None,0.0019698671029434
star-stomper,None,0.00107873674685
velvet-glove,Hybrid,0.0054129961568279
zkittlemints,None,0.0002069188133344
beach-wedding,Hybrid,0.0038817969381533
blue-sunshine,None,0.0016912164343198
crescendo-11,None,0.0018870995776097
dream-wedding,None,0.0002483025760012
headbanger-7,None,0.0
mellow-melons,None,0.0006897293777813
papaya-sorbet,None,0.000507640822047
platinum-cake,Hybrid,0.0045329014707789
str8-lemonade,None,0.0009573443763604
wedding-punch,None,0.0023588744720121
bubba-diagonal,Indica,0.0011339150970725
electric-punch,None,0.0004828105644469
glitter-apples,None,0.0009573443763604
green-wildfire,None,0.0015063689610744
oregon-thunder,None,0.0
purple-apricot,None,0.0024168117397457
rainbow-gelato,None,0.0013987711781405
sophie-s-punch,None,0.0011615042721837
tahitian-punch,None,0.0012249593749396
tangie-burn-og,None,0.000684211542759
tropicana-haze,None,0.0014346371057851
ultra-violence,None,0.0010318351491608
wonka-bars-13,None,0.0007807736556484
zkittlez-mints,None,0.0008994071086268
alien-grapevine,None,0.0004359089667578
black-dog-skunk,None,0.0001407047930673
